product,year_range,supplier_group,total_volume
oil_pump,2011-2015,"Hiroshima Seimitsu Kogyo Co., Ltd.",6998
oil_pump,2011-2015,Hitachi,10356
oil_pump,2011-2015,iwis mobility systems GmbH & Co. KG (Formerly iwis motorsysteme GmbH & Co. KG),792
oil_pump,2011-2015,"Jebsen TCG Automotive Systems (Dalian) Co., Ltd.",5099
oil_pump,2011-2015,JTEKT,6159
oil_pump,2011-2015,Magna,11184
oil_pump,2011-2015,MAHLE,1991
oil_pump,2011-2015,Metaldyne,2681
oil_pump,2011-2015,Metalurgica Schadek Ltda.,2333
oil_pump,2011-2015,Mikuni Corporation,1850
oil_pump,2011-2015,Mitsuba Corporation,639
oil_pump,2011-2015,"Mizushima Kiko Co., Ltd.",3919
oil_pump,2011-2015,Motor Super,1503
oil_pump,2011-2015,Nidec,9796
oil_pump,2011-2015,Pierburg,16109
oil_pump,2011-2015,Rheinmetall,2609
oil_pump,2011-2015,SHW,1566
oil_pump,2011-2015,"Sichuan Aerospace Shiyuan Technology Co., Ltd. (Formerly Sichuan Aerospace Shiyuan Automobile Parts Co., Ltd.)",2220
oil_pump,2011-2015,Stackpole International,5892
oil_pump,2011-2015,Suzuki,10689
oil_pump,2011-2015,"Toyo Advanced Technologies Co., Ltd.",1216
oil_pump,2011-2015,Tsubakimoto,1913
oil_pump,2011-2015,UCAL Products Pvt. Ltd.,1824
oil_pump,2011-2015,Visteon,848
oil_pump,2011-2015,Yamada,24894
oil_pump,2011-2015,ZF,766
oil_pump,2011-2015,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",8195
oil_pump,2016-2020,Aisin,112
oil_pump,2016-2020,BorgWarner,909
oil_pump,2016-2020,"DR Axion Co., Ltd.",2335
oil_pump,2016-2020,ebm-papst Mulfingen GmbH & Co. KG,971
oil_pump,2016-2020,FTE,973
oil_pump,2016-2020,"Fuji Machinery Co., Ltd.",6733
oil_pump,2016-2020,"Fujiwa Machinery Industry (Kunshan) Co., Ltd.",595
oil_pump,2016-2020,"Hiroshima Seimitsu Kogyo Co., Ltd.",5633
oil_pump,2016-2020,Hitachi,3588
oil_pump,2016-2020,"Hunan Meihu Intelligent Manufacturing Co., Ltd. (Formerly Hunan Oil Pump Co., Ltd.)",358
oil_pump,2016-2020,"Jebsen TCG Automotive Systems (Dalian) Co., Ltd.",5111
oil_pump,2016-2020,JTEKT,1552
oil_pump,2016-2020,Keystone Powdered Metal Company,678
oil_pump,2016-2020,Magna,2871
oil_pump,2016-2020,MAHLE,11641
oil_pump,2016-2020,MANN+HUMMEL GmbH,952
oil_pump,2016-2020,Mikuni Corporation,550
oil_pump,2016-2020,Nidec,3352
oil_pump,2016-2020,Otics,690
oil_pump,2016-2020,Pierburg,111
oil_pump,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",2392
oil_pump,2016-2020,Pricol Ltd.,171
oil_pump,2016-2020,Rheinmetall,9934
oil_pump,2016-2020,Sensata,1081
oil_pump,2016-2020,Stackpole International,260
oil_pump,2016-2020,"TBKK (Thailand) Co., Ltd.",3958
oil_pump,2016-2020,Valeo,509
oil_pump,2016-2020,Yamada,34736
oil_pump,2016-2020,"Yantai Ishikawa Sealing Technology Co.,Ltd.(Formerly Yantai Ishikawa Gasket Co., Ltd.)",2351
oil_pump,2016-2020,"Youngshin Automotive India PVT., Ltd.",14067
oil_pump,2016-2020,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",449
oil_pump,2016-2020,"Zhejiang Qibo Machinery Co., Ltd.",6950
oil_pump,2021-2025,Aisin,2357
oil_pump,2021-2025,Dana Incorporated (Formerly Dana Holding Corporation),956
oil_pump,2021-2025,Denso,4482
oil_pump,2021-2025,"Hiroshima Aluminum Industry Co., Ltd.",1235
oil_pump,2021-2025,"Hiroshima Seimitsu Kogyo Co., Ltd.",7376
oil_pump,2021-2025,"Hunan Meihu Intelligent Manufacturing Co., Ltd. (Formerly Hunan Oil Pump Co., Ltd.)",40463
oil_pump,2021-2025,JTEKT,16283
oil_pump,2021-2025,"Keboda Technology Corporation (Formerly Shanghai Oubao Electronic Technology Co., Ltd.)",1061
oil_pump,2021-2025,"Lee Won Precision Co.,Ltd.",17518
oil_pump,2021-2025,MAHLE,3012
oil_pump,2021-2025,MANN+HUMMEL GmbH,183
oil_pump,2021-2025,Motonic Corporation,1849
oil_pump,2021-2025,"Myunghwa Ind. Co., Ltd.",15535
oil_pump,2021-2025,Nidec,3986
oil_pump,2021-2025,Ningbo Shenglong Group,28716
oil_pump,2021-2025,P.C.S. Machine Group Holding PCL,780
oil_pump,2021-2025,Padmini VNA Mechatronics Pvt. Ltd.,977
oil_pump,2021-2025,"Precision Sintered Products (Wuxi) Co., Ltd.",1632
oil_pump,2021-2025,Pricol Ltd.,6429
oil_pump,2021-2025,Rheinmetall,1025
oil_pump,2021-2025,Sensata,2151
oil_pump,2021-2025,SHW,1832
oil_pump,2021-2025,"TBKK (Thailand) Co., Ltd.",1264
oil_pump,2021-2025,Toyoda,1761
oil_pump,2021-2025,Valeo,1138
oil_pump,2021-2025,Yamada,18857
oil_pump,2021-2025,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",2474
piston,2005-2010,Federal-Mogul,6899
piston,2005-2010,Hitachi,916
piston,2005-2010,Hyundai,256
piston,2005-2010,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),647
piston,2005-2010,MAHLE,20597
piston,2011-2015,Aisin,14473
piston,2011-2015,"Anqing Art TP Pistons Co., Ltd.",711
piston,2011-2015,"Art-Serina Piston Co., Ltd.",8083
piston,2011-2015,"Art Metal Mfg. Co., LTD.",57112
piston,2011-2015,"Bohai Automotive Systems Co., Ltd.",2133
piston,2011-2015,"Dongsuh Federal-Mogul Co., Ltd.",638
piston,2011-2015,Federal-Mogul,67587
piston,2011-2015,Freudenberg Sealing Technologies,345
piston,2011-2015,"Guangdong Zhaoqing Power Accessories Co., Ltd.",2606
piston,2011-2015,Hitachi,31615
piston,2011-2015,Honda,27456
piston,2011-2015,India Pistons Ltd.,457
piston,2011-2015,Kolbenschmidt,36693
piston,2011-2015,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),14998
piston,2011-2015,MAHLE,83098
piston,2011-2015,Motor Super,2396
piston,2011-2015,Pierburg,1878
piston,2011-2015,PT. Federal Izumi Manufacturing,7703
piston,2011-2015,"Qufu Jinhuang Technology Co., Ltd.",579
piston,2011-2015,Rheinmetall,19021
piston,2011-2015,Suzuki,12200
piston,2011-2015,Toyota,855
piston,2011-2015,"Wendeng Dong Yang Piston Co., Ltd.",12545
piston,2011-2015,"Zhaoqing Honda Foundry Co., Ltd.",824
piston,2016-2020,"Art-Serina Piston Co., Ltd.",29563
piston,2016-2020,"Art Metal Mfg. Co., LTD.",15086
piston,2016-2020,"Bohai Automotive Systems Co., Ltd.",1436
piston,2016-2020,"Dong Yang Piston Co., Ltd.",3652
piston,2016-2020,"Dongsuh Federal-Mogul Co., Ltd.",2180
piston,2016-2020,Federal-Mogul,50762
piston,2016-2020,GMB,9061
piston,2016-2020,Hirschvogel,962
piston,2016-2020,Hitachi,17856
piston,2016-2020,Honda,30070
piston,2016-2020,Kolbenschmidt,12484
piston,2016-2020,"Liyuan Piston Industry Group Co., Ltd.",342
piston,2016-2020,Magna,143
piston,2016-2020,MAHLE,40499
piston,2016-2020,PMG,849
piston,2016-2020,PT. Art Piston Indonesia,6666
piston,2016-2020,Rheinmetall,10369
piston,2016-2020,Schaeffler,528
piston,2016-2020,Shriram Pistons & Rings Ltd.,36306
piston,2016-2020,Tenneco,2097
piston,2016-2020,Zhenting Jinggong,4958
piston,2021-2025,"Art-Serina Piston Co., Ltd.",7944
piston,2021-2025,"Art Metal Mfg. Co., LTD.",5286
piston,2021-2025,"C.S. Piston (Thailand) Co., Ltd.",2849
piston,2021-2025,"Dongsuh Federal-Mogul Co., Ltd.",1684
piston,2021-2025,Kolbenschmidt,8386
piston,2021-2025,MAHLE,15507
piston,2021-2025,Rheinmetall,913
piston,2021-2025,"Shiyan Tenneco Engine Components Co., Ltd. (Formerly Federal-Mogul Dong Feng (Shiyan) Engine Components Co., Ltd.)",14046
piston,2021-2025,Tenneco,3295
power_steering_pump,2005-2010,Aptiv,888
power_steering_pump,2005-2010,Bosch,6237
power_steering_pump,2005-2010,JTEKT,1545
power_steering_pump,2005-2010,KYB,845
power_steering_pump,2005-2010,Magna,1547
power_steering_pump,2005-2010,Nexteer,308
power_steering_pump,2005-2010,ZF,2104
power_steering_pump,2011-2015,Aptiv,2814
power_steering_pump,2011-2015,"Beijing Daeseung Precision Auto Parts Co., Ltd.",10642
power_steering_pump,2011-2015,Bosch,19826
power_steering_pump,2011-2015,"Changchun Dare Automobile Parts Co., Ltd. (Formerly Changchun FAWSN Dare Automobile Parts Co., Ltd.)",1933
power_steering_pump,2011-2015,Hitachi,29429
power_steering_pump,2011-2015,JTEKT,36039
power_steering_pump,2011-2015,KYB,32870
power_steering_pump,2011-2015,Magna,11565
power_steering_pump,2011-2015,Nexteer,4120
power_steering_pump,2011-2015,Roki,2962
power_steering_pump,2011-2015,TI,107
power_steering_pump,2011-2015,Visteon,893
power_steering_pump,2011-2015,ZF,2943
power_steering_pump,2016-2020,Bosch,1089
power_steering_pump,2016-2020,Changshu,4405
power_steering_pump,2016-2020,"Fuxin Dare Automotive Parts Co., Ltd.",4690
power_steering_pump,2016-2020,"Fuxin Lanye Technology Co., Ltd.",3736
power_steering_pump,2016-2020,GEIGER Automotive GmbH,406
power_steering_pump,2016-2020,Hanon Systems,868
power_steering_pump,2016-2020,Hitachi,9104
power_steering_pump,2016-2020,Hyundai,763
power_steering_pump,2016-2020,"Jinzhou Huayi Precision Co., Ltd. (Formerly Jinzhou Huayi Spinning Technology Co., Ltd.)",4697
power_steering_pump,2016-2020,JTEKT,14625
power_steering_pump,2016-2020,KYB,14736
power_steering_pump,2016-2020,Nexteer,7736
power_steering_pump,2016-2020,Rheinmetall,906
power_steering_pump,2016-2020,Roki,5242
power_steering_pump,2016-2020,"Shanghai Leaf Blade Machine Manufacturing Co., Ltd.",4040
power_steering_pump,2016-2020,"Youngshin Automotive India PVT., Ltd.",16100
power_steering_pump,2016-2020,"Yuhuan Dahong Auto Steering Pump Parts Co., Ltd.",3417
power_steering_pump,2016-2020,"Yuhuan Jiaheng Machinery Co., Ltd.",3965
power_steering_pump,2016-2020,Yuyao Gongchuang Brake Components Factory,3760
power_steering_pump,2016-2020,"Zhejiang Qibo Machinery Co., Ltd.",2925
power_steering_pump,2021-2025,Exro Technologies - Dandenong South (Formerly SEA Electric Pty Ltd.),2102
power_steering_pump,2021-2025,Hanon Systems,385
power_steering_pump,2021-2025,Hitachi,2168
power_steering_pump,2021-2025,HL Mando,846
power_steering_pump,2021-2025,Hyundai,732
power_steering_pump,2021-2025,JTEKT,3546
shock_absorber,2005-2010,Hitachi,1508
shock_absorber,2005-2010,HL Mando,4042
shock_absorber,2005-2010,KYB,1721
shock_absorber,2011-2015,Beijing West Industries,1962
shock_absorber,2011-2015,"Changchun Beite Automotive Parts Co., Ltd.",17544
shock_absorber,2011-2015,China South,18520
shock_absorber,2011-2015,Continental,376
shock_absorber,2011-2015,ContiTech AG,701
shock_absorber,2011-2015,Hitachi,2266
shock_absorber,2011-2015,HL Mando,8594
shock_absorber,2011-2015,"Hunan KDL Precision Industry Co., Ltd.",335
shock_absorber,2011-2015,Koni BV,1151
shock_absorber,2011-2015,KYB,15809
shock_absorber,2011-2015,Marelli,1077
shock_absorber,2011-2015,"Monroe Mexico, S. de R.L. de C.V. - Celaya",1075
shock_absorber,2011-2015,Multimatic,620
shock_absorber,2011-2015,Nanyang,9400
shock_absorber,2011-2015,Oehlins Racing AB,4288
shock_absorber,2011-2015,PMG,2115
shock_absorber,2011-2015,Shanghai Beite Tech,22503
shock_absorber,2011-2015,"Shanghai Huizhong Automotive Manufacturing Co., Ltd.",1318
shock_absorber,2011-2015,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",806
shock_absorber,2011-2015,SNT Motiv,2946
shock_absorber,2011-2015,Tenneco,982
shock_absorber,2011-2015,thyssenkrupp,11379
shock_absorber,2011-2015,thyssenKrupp,1786
shock_absorber,2011-2015,"Tianjin Beite Automotive Parts Co., Ltd.",2385
shock_absorber,2011-2015,Vibracoustic,3760
shock_absorber,2011-2015,Wonder Auto Technology Group (WATG),7000
shock_absorber,2011-2015,ZF,10442
shock_absorber,2011-2015,"Zhejiang Wanxiang Marelli Absorber Co., Ltd.",1590
shock_absorber,2016-2020,Aisin,447
shock_absorber,2016-2020,Autoneum India Pvt. Ltd.,149
shock_absorber,2016-2020,Beijing West Industries,4608
shock_absorber,2016-2020,"Chengdu Ningjiang Showa Autoparts Co., Ltd.",9160
shock_absorber,2016-2020,China South,9012
shock_absorber,2016-2020,"Chongqing Beite Technology Co., Ltd.",8150
shock_absorber,2016-2020,"Chongqing Yu'an Shock Absorber Co., Ltd.",1991
shock_absorber,2016-2020,"CNC Driveline Technology Co., Ltd. (Formerly Zhuhai China And Canton Clutch Co., Ltd.)",1699
shock_absorber,2016-2020,Continental,2373
shock_absorber,2016-2020,FAW Group,4860
shock_absorber,2016-2020,Fawer,1948
shock_absorber,2016-2020,Gabriel India Ltd.,11390
shock_absorber,2016-2020,Gestamp,107
shock_absorber,2016-2020,GF Linamar LLC,1809
shock_absorber,2016-2020,Hitachi,78776
shock_absorber,2016-2020,HL Mando,18316
shock_absorber,2016-2020,"Jiangsu Luoshi Vibration Control Co., Ltd.",2144
shock_absorber,2016-2020,Kirchhoff,675
shock_absorber,2016-2020,KSM Castings Group GmbH,934
shock_absorber,2016-2020,"Kurashiki Siam Rubber Co., Ltd.",1384
shock_absorber,2016-2020,KYB,34402
shock_absorber,2016-2020,Linde + Wiemann SE & Co. KG,447
shock_absorber,2016-2020,Marelli,3642
shock_absorber,2016-2020,MOBIS,2837
shock_absorber,2016-2020,Multimatic,6727
shock_absorber,2016-2020,Munjal Showa Ltd.,1496
shock_absorber,2016-2020,Nanyang,6275
shock_absorber,2016-2020,Oehlins Racing AB,6271
shock_absorber,2016-2020,Oiles Corporation,2223
shock_absorber,2016-2020,Ovalo GmbH,465
shock_absorber,2016-2020,PMG,1815
shock_absorber,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",59701
shock_absorber,2016-2020,Pyung Hwa,485
shock_absorber,2016-2020,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),1292
shock_absorber,2016-2020,Rollax GmbH & Co. KG,3450
shock_absorber,2016-2020,Ryobi,659
shock_absorber,2016-2020,Schaeffler,2652
shock_absorber,2016-2020,Shanghai Beite Tech,10859
shock_absorber,2016-2020,"Shanghai Carthane Co., Ltd.",50841
shock_absorber,2016-2020,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",31121
shock_absorber,2016-2020,Sharda,940
shock_absorber,2016-2020,SNT Motiv,2543
shock_absorber,2016-2020,Somboon,783
shock_absorber,2016-2020,Sona BLW Precision Forgings Ltd. (Sona Comstar),1072
shock_absorber,2016-2020,Tenneco,29369
shock_absorber,2016-2020,thyssenkrupp,20990
shock_absorber,2016-2020,thyssenKrupp,1569
shock_absorber,2016-2020,"Tianjin Beite Automotive Parts Co., Ltd.",3613
shock_absorber,2016-2020,Toyota,827
shock_absorber,2016-2020,Tuopu,2099
shock_absorber,2016-2020,Vibracoustic,20799
shock_absorber,2016-2020,"Xiamen Kaifa Shock Absorber Industry Co., Ltd.",7325
shock_absorber,2016-2020,Y TEC,2645
shock_absorber,2016-2020,Yanagawa,2226
shock_absorber,2016-2020,ZF,29257
shock_absorber,2016-2020,Zhejiang Roadtamer Auto Parts Inc.,6753
shock_absorber,2016-2020,"Zhejiang Wanxiang Marelli Absorber Co., Ltd.",1392
shock_absorber,2021-2025,Aisin,818
shock_absorber,2021-2025,BASF Catalysts,845
shock_absorber,2021-2025,Beijing West Industries,3683
shock_absorber,2021-2025,"Chengdu Mingran Intelligent Technology Co., Ltd.",1489
shock_absorber,2021-2025,China South,13333
shock_absorber,2021-2025,Clear Motion Inc.,851
shock_absorber,2021-2025,Continental,4068
shock_absorber,2021-2025,Dana Incorporated (Formerly Dana Holding Corporation),371
shock_absorber,2021-2025,EFC International,182
shock_absorber,2021-2025,FAW Group,2290
shock_absorber,2021-2025,FinDreams,6014
shock_absorber,2021-2025,"Firestone Industrial Products Company, LLC",1197
shock_absorber,2021-2025,"Fox Factory, Inc. - Gainesville Facility",869
shock_absorber,2021-2025,Gabriel India Ltd.,23785
shock_absorber,2021-2025,Gestamp,960
shock_absorber,2021-2025,Hitachi,176861
shock_absorber,2021-2025,HL Mando,19535
shock_absorber,2021-2025,Hyundai,3098
shock_absorber,2021-2025,"Jiangyin Haida Rubber & Plastic Co., Ltd.",13104
shock_absorber,2021-2025,"Keboda Technology Corporation (Formerly Shanghai Oubao Electronic Technology Co., Ltd.)",1810
shock_absorber,2021-2025,Kirchhoff,729
shock_absorber,2021-2025,Knauf SAS,872
shock_absorber,2021-2025,Koni BV,6151
shock_absorber,2021-2025,"Kurashiki Siam Rubber Co., Ltd.",2683
shock_absorber,2021-2025,KYB,222577
shock_absorber,2021-2025,Marelli,19560
shock_absorber,2021-2025,MCG,617
shock_absorber,2021-2025,Mobis,1335
shock_absorber,2021-2025,Multimatic,2948
shock_absorber,2021-2025,Munjal Showa Ltd.,1939
shock_absorber,2021-2025,Nanyang,10444
shock_absorber,2021-2025,Nemak,261
shock_absorber,2021-2025,Nitron Racing Systems Ltd.,448
shock_absorber,2021-2025,Oehlins Racing AB,594
shock_absorber,2021-2025,P.T. Kayaba Indonesia,3118
shock_absorber,2021-2025,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),7671
shock_absorber,2021-2025,Rollax GmbH & Co. KG,2585
shock_absorber,2021-2025,Schaeffler,3709
shock_absorber,2021-2025,Shanghai Baolong,3833
shock_absorber,2021-2025,"Shanghai Carthane Co., Ltd.",6379
shock_absorber,2021-2025,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",4283
shock_absorber,2021-2025,SNT Motiv,4994
shock_absorber,2021-2025,Stabilus GmbH,1666
shock_absorber,2021-2025,Tenneco,67184
shock_absorber,2021-2025,THOMAS MAGNETE GMBH,477
shock_absorber,2021-2025,thyssenkrupp,34506
shock_absorber,2021-2025,thyssenKrupp,2655
shock_absorber,2021-2025,Tuopu,990
shock_absorber,2021-2025,Vibracoustic,12248
shock_absorber,2021-2025,Vollmann (Sachsen) GmbH & Co. KG - Welzow,911
shock_absorber,2021-2025,Wonder Auto Technology Group (WATG),1541
shock_absorber,2021-2025,Y TEC,2574
shock_absorber,2021-2025,ZF,104509
shock_absorber,2021-2025,"Zhejiang Wanxiang Marelli Absorber Co., Ltd.",831
stablizer,2005-2010,"ILJIN Global Co., Ltd.",404
stablizer,2005-2010,"Meritor, Inc.",2839
stablizer,2005-2010,"Midway Products Group, Inc.",790
stablizer,2005-2010,Mubea,3172
stablizer,2005-2010,"New Mather Metals, Inc.",305
stablizer,2005-2010,thyssenkrupp,2024
stablizer,2005-2010,thyssenKrupp,3840
stablizer,2005-2010,Trelleborg AB,161
stablizer,2005-2010,ZF,5369
stablizer,2011-2015,Aisin,1518
stablizer,2011-2015,Allevard Molas Do Brasil Ltda,5698
stablizer,2011-2015,Aptiv,295
stablizer,2011-2015,Asian Automotive Steels Sdn. Bhd.,669
stablizer,2011-2015,Baoding Great Machinery Co. Ltd.,13111
stablizer,2011-2015,"Beijing Meili Daewon Spring Co., Ltd. (Formerly Beijing Daewon Asia Automobile Science & Technology Co., Ltd.)",7337
stablizer,2011-2015,"Chengdu Chuanan Automotive Parts Co., Ltd.",5454
stablizer,2011-2015,"Chengdu ThyssenKrupp Fawer Spring Co., Ltd.",1732
stablizer,2011-2015,China Spring Corporation Limited,882
stablizer,2011-2015,"Chuo Spring Co., Ltd.",48829
stablizer,2011-2015,Guangzhou,6530
stablizer,2011-2015,"Hudson Industries, Inc.",321
stablizer,2011-2015,"Jiangsu Meili Daewon Spring Co., Ltd. (Formerly Jiangsu Daewon Asia Automobile Spring Co., Ltd.)",6784
stablizer,2011-2015,MacLean-Fogg,817
stablizer,2011-2015,"Masuda Manufacturing Co., Ltd.",631
stablizer,2011-2015,Mitsubishi,25689
stablizer,2011-2015,"Mizushima Kiko Co., Ltd.",188
stablizer,2011-2015,Mubea,517
stablizer,2011-2015,"New Mather Metals, Inc.",18039
stablizer,2011-2015,NHK,38237
stablizer,2011-2015,"Nippatsu Kiko Co., Ltd.",22564
stablizer,2011-2015,PT. Chuhatsu Indonesia - Cibitung Plant,4389
stablizer,2011-2015,Sapura Industrial Berhad,498
stablizer,2011-2015,Schaeffler,1068
stablizer,2011-2015,Sogefi,28360
stablizer,2011-2015,Somboon,14681
stablizer,2011-2015,Somic,83626
stablizer,2011-2015,THK,6851
stablizer,2011-2015,thyssenkrupp,3151
stablizer,2011-2015,thyssenKrupp,13507
stablizer,2011-2015,Vibracoustic,919
stablizer,2011-2015,Yorozu,152
stablizer,2011-2015,ZF,3361
stablizer,2011-2015,"Zhejiang Double Gold Stable Rod Manufacturing Co., Ltd.",8246
stablizer,2016-2020,"Chengdu ThyssenKrupp Fawer Spring Co., Ltd.",1850
stablizer,2016-2020,"Chuo Spring Co., Ltd.",13716
stablizer,2016-2020,Fawer,1062
stablizer,2016-2020,Freudenberg Sealing Technologies,779
stablizer,2016-2020,Hutchinson,1518
stablizer,2016-2020,Kyoritsu,10833
stablizer,2016-2020,"Midway Products Group, Inc.",583
stablizer,2016-2020,Mitsubishi,7219
stablizer,2016-2020,Mubea,539
stablizer,2016-2020,"New Mather Metals, Inc.",1539
stablizer,2016-2020,NHK,142439
stablizer,2016-2020,Prince Metal Stampings USA Inc.,608
stablizer,2016-2020,Schaeffler,2538
stablizer,2016-2020,Shanghai Beite Tech,4516
stablizer,2016-2020,Sogefi,382
stablizer,2016-2020,Somboon,36266
stablizer,2016-2020,Somic,8805
stablizer,2016-2020,"Sumitomo Riko Co., Ltd. (Formerly, Tokai Rubber Industries)",907
stablizer,2016-2020,The Narmco Group,715
stablizer,2016-2020,THK,7109
stablizer,2016-2020,thyssenkrupp,1549
stablizer,2016-2020,thyssenKrupp,832
stablizer,2016-2020,"Tianjin Zhongxing Automotive Components Co., Ltd.",1322
stablizer,2016-2020,Tuopu,337
stablizer,2016-2020,"Zhejiang Double Gold Stable Rod Manufacturing Co., Ltd.",11074
stablizer,2021-2025,China Spring Corporation Limited,471
stablizer,2021-2025,Chuhatsu,814
stablizer,2021-2025,"Chuo Spring Co., Ltd.",2396
stablizer,2021-2025,"Daewon Kangup Co., Ltd.",2271
stablizer,2021-2025,Gestamp,701
stablizer,2021-2025,Hyundai,2495
stablizer,2021-2025,Kyoritsu,11472
stablizer,2021-2025,Magna,2559
stablizer,2021-2025,MSSC Inc.,984
stablizer,2021-2025,Mubea,10927
stablizer,2021-2025,Nanyang,3115
stablizer,2021-2025,NHK,1380
stablizer,2021-2025,Samvardhana Motherson Group,1091
stablizer,2021-2025,Sogefi,1999
stablizer,2021-2025,Somboon,12666
stablizer,2021-2025,Tenneco,1000
stablizer,2021-2025,THK,2868
stablizer,2021-2025,thyssenkrupp,827
stablizer,2021-2025,"Tianjin Zhongxing Automotive Components Co., Ltd.",9560
stablizer,2021-2025,WABCO Group International Inc.,966
stablizer,2021-2025,"Zhejiang Meili High Technology Co., Ltd.",1306
starter_motor,2005-2010,ASIMCO (Nanjing) Limited (Formerly ASIMCO (Beijing) Limited),979
starter_motor,2005-2010,Bosch,7620
starter_motor,2005-2010,Denso,5017
starter_motor,2005-2010,Hitachi,1228
starter_motor,2005-2010,Huf Huelsbeck & Fuerst GmbH & Co. KG,941
starter_motor,2005-2010,Johnson Electric,713
starter_motor,2005-2010,Lucas TVS Limited,1330
starter_motor,2005-2010,Mitsuba Corporation,799
starter_motor,2005-2010,Mitsubishi,17796
starter_motor,2005-2010,Schaeffler,781
starter_motor,2005-2010,Valeo,4495
starter_motor,2011-2015,American Mitsuba Corp.(AMC),252
starter_motor,2011-2015,ASIMCO (Nanjing) Limited (Formerly ASIMCO (Beijing) Limited),12742
starter_motor,2011-2015,Bosch,40104
starter_motor,2011-2015,"Chengdu Huachuan Electric Parts Co., Ltd.",15553
starter_motor,2011-2015,Denso,39952
starter_motor,2011-2015,Hitachi,4112
starter_motor,2011-2015,"Hubei Super Electric Motor Co., Ltd.",19348
starter_motor,2011-2015,Lucas TVS Limited,443
starter_motor,2011-2015,Melco Automotivos do Brasil Ltda.,779
starter_motor,2011-2015,"Minebea AccessSolutions Mexico S.A. de C.V. (Formerly Honda Lock Mexico, S.A. de C.V.)",190
starter_motor,2011-2015,"MinebeaMitsumi Inc. (Formerly Minebea Co., Ltd.)",962
starter_motor,2011-2015,Mitsuba Corporation,1838
starter_motor,2011-2015,Mitsubishi,54626
starter_motor,2011-2015,Motor Super,1889
starter_motor,2011-2015,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",8217
starter_motor,2011-2015,Valeo,40082
starter_motor,2011-2015,Visteon,1030
starter_motor,2011-2015,Wonder Auto Technology Group (WATG),1606
starter_motor,2011-2015,Zen S.A.,5272
starter_motor,2016-2020,American Mitsuba Corp.(AMC),6388
starter_motor,2016-2020,BorgWarner,10774
starter_motor,2016-2020,Bosch,20527
starter_motor,2016-2020,Denso,100211
starter_motor,2016-2020,Hitachi,9386
starter_motor,2016-2020,Lucas TVS Limited,15270
starter_motor,2016-2020,Mitsuba Corporation,2267
starter_motor,2016-2020,Mitsubishi,66045
starter_motor,2016-2020,Phinia,836
starter_motor,2016-2020,SEG,386
starter_motor,2016-2020,SEGA,1390
starter_motor,2016-2020,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",6561
starter_motor,2016-2020,Valeo,26391
starter_motor,2016-2020,"Wuhu Generator Automotive Electrical Systems Co., Ltd.",1860
starter_motor,2021-2025,American Mitsuba Corp.(AMC),8211
starter_motor,2021-2025,BorgWarner,8077
starter_motor,2021-2025,Bosch,28106
starter_motor,2021-2025,"Corporacion Mitsuba de Mexico, S.A. de C.V. - Silao Plant",952
starter_motor,2021-2025,Denso,150304
starter_motor,2021-2025,Gebauer & Griller Kabelwerke GmbH,882
starter_motor,2021-2025,Hitachi,7149
starter_motor,2021-2025,Mitsuba Corporation,29060
starter_motor,2021-2025,Mitsubishi,147957
starter_motor,2021-2025,Phinia,1096
starter_motor,2021-2025,SEG,9163
starter_motor,2021-2025,SEGA,9886
starter_motor,2021-2025,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",3883
starter_motor,2021-2025,Valeo,38289
starter_motor,2021-2025,"Zhejiang Tion Vanly Tech. Co., Ltd. (Formerly Zhejiang Taihong Machinery & Electronics Co., Ltd.)",3904
steering_gear,2005-2010,Bosch,750
steering_gear,2005-2010,HL Mando,901
steering_gear,2005-2010,JTEKT,752
steering_gear,2005-2010,Nexteer,962
steering_gear,2005-2010,Rane,752
steering_gear,2005-2010,ZF,4130
steering_gear,2011-2015,Aptiv,619
steering_gear,2011-2015,BAIC,739
steering_gear,2011-2015,Bosch,18585
steering_gear,2011-2015,"Changchun Beite Automotive Parts Co., Ltd.",22248
steering_gear,2011-2015,Daihatsu,9273
steering_gear,2011-2015,FAW Group,16265
steering_gear,2011-2015,"Fuji Machinery Co., Ltd.",809
steering_gear,2011-2015,Hirschvogel,1087
steering_gear,2011-2015,Hitachi,5729
steering_gear,2011-2015,HL Mando,7416
steering_gear,2011-2015,Hyundai,233
steering_gear,2011-2015,JTEKT,7116
steering_gear,2011-2015,KYB,3727
steering_gear,2011-2015,Magna,841
steering_gear,2011-2015,Mobis,5248
