?Region,?Maker,?Model,?Model year,?Supplier
China,Great Wall,Haval H5 Gasoline (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6S (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H9 (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval M6 PLUS (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval M6 PLUS (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Diesel (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Diesel (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Gasoline (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,POER Gasoline (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Red Rabbit (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Shenshou (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,Lamborghini,Urus (Italy),2021,Nemak Europe GmbH
ASEAN?India?Korea,Mahindra & Mahindra,Mahindra Scorpio (India),2021,Jaya Hind Industries ltd.
ASEAN?India?Korea,Mahindra & Mahindra,Mahindra XUV500 (India),2021,Jaya Hind Industries ltd.
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2021,"Ryobi Die Casting (Thailand) Co., Ltd"
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2021,"Ryobi Die Casting (Thailand) Co., Ltd"
China,Nanjing Iveco,Iveco Daily (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
ASEAN?India?Korea,Nissan,Navara (Thailand),2021,"Asahi Tec Aluminium (Thailand) Co., Ltd."
Europe,Porsche,Cayenne Coupe (Slovakia),2021,"Nemak, S.A.B. de C.V."
Europe,Rolls-Royce,Ghost (UK),2021,Rheinmetall AG
China,SAIC Maxus,Maxus V80 (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 Pro (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
ASEAN?India?Korea,Skoda,Kushaq (India),2021,Jaya Hind Industries ltd.
Japan,Suzuki,ACROSS PHV,2021,Toyota Industries Corporation
ASEAN?India?Korea,Tata,Ace (India),2021,Jaya Hind Industries ltd.
Japan,Toyota,Camry Hybrid,2021,Toyota Industries Corporation
Japan,Toyota,Crown Hybrid,2021,Toyota Industries Corporation
Japan,Toyota,Lexus ES300h,2021,Toyota Industries Corporation
Japan,Toyota,Harrier Hybrid,2021,Toyota Industries Corporation
Japan,Toyota,Lexus LS500,2021,Toyota - Tahara Plant
Japan,Toyota,Lexus NX250,2021,Toyota Industries Corporation
Japan,Toyota,Lexus NX350h,2021,Toyota Industries Corporation
Japan,Toyota,Lexus NX450h+,2021,Toyota Industries Corporation
Japan,Toyota,RAV4 Hybrid,2021,Toyota Industries Corporation
Japan,Toyota,RAV4 PHV,2021,Toyota Industries Corporation
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2021,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,BMW,X2 (Germany),2020,"Nemak, S.A.B. de C.V."
China,Changan,CS35 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS55 PLUS (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 PLUS (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,UNI-T (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
Americas,Chrysler,Pacifica (Canada),2020,Martinrea International Inc.
Americas,Dodge,Durango (USA),2020,Martinrea International Inc.
ASEAN?India?Korea,Ford,EcoSport (India),2020,Jaya Hind Industries ltd.
Americas,Ford,Explorer (USA),2020,"Nemak, S.A.B. de C.V."
ASEAN?India?Korea,Ford,Figo Aspire (India),2020,Jaya Hind Industries ltd.
China,Great Wall,Haval Dargo (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval Dargo (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 (FR) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 (FR) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 Diesel (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 Diesel (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H5 Gasoline (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Great Wall,Haval H6 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
Americas,Jeep,Gladiator (USA),2020,Martinrea International Inc.
Americas,Jeep,Grand Cherokee (USA),2020,Martinrea International Inc.
Americas,Jeep,Wrangler (USA),2020,Martinrea International Inc.
Europe,Lamborghini,Urus (Italy),2020,"Nemak, S.A.B. de C.V."
Europe,Magyar Suzuki,Suzuki SX4 S-Cross (Hungary),2020,Ahresty Corporation
Japan,Mazda,Carol,2020,Ahresty Corporation
Japan,Mazda,Flair Crossover,2020,Ahresty Corporation
Japan,Mazda,Flair Wagon,2020,Ahresty Corporation
Japan,Mazda,Scrum Wagon,2020,Ahresty Corporation
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2020,"ATA Casting Technology Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2020,"ATA Casting Technology Co., Ltd."
Japan,Mitsubishi,Outlander,2020,Ahresty Corporation
Japan,Mitsubishi,Town Box,2020,Ahresty Corporation
China,Nanjing Iveco,Iveco Daily (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
Japan,Nissan,NV100 Clipper Rio,2020,Ahresty Corporation
Japan,Nissan,NV350 Caravan,2020,Ahresty Corporation
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,Skoda,Octavia (Czech Republic),2020,"Nemak, S.A.B. de C.V."
Japan,Subaru,Forester,2020,Ahresty Corporation
Japan,Subaru,Forester Advance,2020,Ahresty Corporation
Japan,Subaru,Impreza G4,2020,Ahresty Corporation
Japan,Subaru,Impreza Sport,2020,Ahresty Corporation
Japan,Subaru,Legacy B4,2020,Ahresty Corporation
Japan,Subaru,Legacy Outback,2020,Ahresty Corporation
Japan,Suzuki,Alto,2020,Ahresty Corporation
Japan,Suzuki,Carry,2020,Ahresty Corporation
Japan,Suzuki,Every,2020,Ahresty Corporation
Japan,Suzuki,Every Wagon,2020,Ahresty Corporation
Japan,Suzuki,Hustler,2020,Ahresty Corporation
Japan,Suzuki,Lapin,2020,Ahresty Corporation
Japan,Suzuki,Spacia,2020,Ahresty Corporation
Japan,Suzuki,Spacia Gear HYBRID,2020,Ahresty Corporation
Japan,Suzuki,Wagon R HYBRID,2020,Ahresty Corporation
Japan,Suzuki,Wagon R Stingray,2020,Ahresty Corporation
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (4WD) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich (FR) (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Zhengzhou Nissan,Dongfeng Rich 6 (China),2020,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,BMW,8 Series (Germany),2019,Rheinmetall AG
Europe,BMW,8 Series Coupe (Germany),2019,Rheinmetall AG
Europe,BMW,X2 (Germany),2019,"Nemak, S.A.B. de C.V."
China,Changan,CS35 PLUS (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS85 COUPE (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,FAW Toyota,Toyota Corolla (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
China,FAW Toyota,Toyota Corolla Hybrid (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
China,FAW Toyota,Toyota Crown (FR) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
China,FAW Toyota,Toyota RAV4 (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
China,FAW Toyota,Toyota Vios FS (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
Americas,Ford,Explorer (USA),2019,"Nemak, S.A.B. de C.V."
China,GAC Toyota,Toyota Levin (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
China,GAC Toyota,Toyota Levin Hybrid (FF) (China),2019,"Toyota Industry (Kunshan) Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2019,"ATA Casting Technology Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2019,"ATA Casting Technology Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
Americas,Nissan,Infiniti QX50 (Mexico),2019,"Nemak, S.A.B. de C.V."
Europe,Porsche,911 (Germany),2019,Rheinmetall AG
China,SAIC Passenger Vehicle,Roewe i5 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,Roewe i6 MAX (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG5 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,SAIC Passenger Vehicle,MG MG6 PHEV (FF) (China),2019,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,Audi,A6 (Germany),2018,"Nemak, S.A.B. de C.V."
ASEAN?India?Korea,BMW,X3 (India),2018,"Nemak, S.A.B. de C.V."
China,Changan,CS35 PLUS (FF) (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS35 PLUS (FF) (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS75 (FF) (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Changan,CS95 (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
Europe,Daimler,Mercedes-Benz G-Class (Austria),2018,"Nemak, S.A.B. de C.V."
China,FAW Toyota,Toyota RAV4 (FF) (China),2018,"GAC Toyota Engine Co., Ltd."
Europe,Ford,Fiesta (Germany),2018,"Nemak, S.A.B. de C.V."
Europe,Ford,Focus (Germany),2018,"Nemak, S.A.B. de C.V."
Americas,Ford,GT (Canada),2018,"Nemak, S.A.B. de C.V."
China,GAC Mitsubishi,Mitsubishi Outlander (4WD) (China),2018,"Hefei Ahresty Casting Co., Ltd."
China,GAC Toyota,Toyota Camry (FF) (China),2018,"GAC Toyota Engine Co., Ltd."
China,GAC Toyota,Toyota Camry Hybrid (FF) (China),2018,"GAC Toyota Engine Co., Ltd."
China,GAC Toyota,Toyota YARiS L (FF) (China),2018,"GAC Toyota Engine Co., Ltd."
ASEAN?India?Korea,Honda,Accord (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,BR-V (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,Brio (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,Brio Amaze (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,City CNG (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,Civic (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,CR-V (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,HR-V (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,Jazz (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Honda,Mobilio (Thailand),2018,"Honda Foundry (Asian) Co., Ltd."
ASEAN?India?Korea,Hyundai,i30 (Korea),2018,"DR Axion Co., Ltd."
ASEAN?India?Korea,Kia,Morning (Korea),2018,"DongSeo Machine & Tools Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2018,"ATA Casting Technology Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Attrage (Thailand),2018,"Ryobi Die Casting (Thailand) Co., Ltd"
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2018,"ATA Casting Technology Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2018,"Ryobi Die Casting (Thailand) Co., Ltd"
China,Nanjing Iveco,Iveco Daily (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Nanjing Iveco,Iveco Daily (China),2018,"Chengdu Zhengheng Auto Parts Co., Ltd."
Japan,Toyota,Lexus ES,2018,"GAC Toyota Engine Co., Ltd."
Europe,Alfa Romeo,Stelvio (Italy),2017,"Nemak, S.A.B. de C.V."
Europe,Audi,A8 (Germany),2017,Rheinmetall AG
China,BAIC (Guangzhou),Wevan S50 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,BAIC Motor,Senova D50 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Beijing Benz,Mercedes-Benz C 180 L (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz C 200 (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz C 200 L (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz C 300 (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz C 300 L (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz E 200 (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz E 200 L (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz E 300 (FR) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz E 320 L (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLA 200 (FF) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLA 220 4MATIC (4WD) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLA 260 4MATIC (4WD) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLC 200 4MATIC (4WD) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLC 260 4MATIC (4WD) (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,Beijing Benz,Mercedes-Benz GLC 300 4MATIC (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
Europe,Bentley,Continental GT (UK),2017,Rheinmetall AG
Americas,BMW,X3 (USA),2017,"Nemak, S.A.B. de C.V."
Americas,Chrysler,200 (USA),2017,Martinrea International Inc.
Americas,Chrysler,300 (Canada),2017,Martinrea International Inc.
Europe,Daimler,Mercedes-Benz CLA (Hungary),2017,Martinrea International Inc.
Europe,Daimler,Mercedes-Benz S-Class (Germany),2017,Martinrea International Inc.
Europe,Daimler,Mercedes-Benz SL-Class (Germany),2017,Martinrea International Inc.
Americas,Dodge,Caravan (Canada),2017,Martinrea International Inc.
Americas,Dodge,Challenger (Canada),2017,Martinrea International Inc.
Americas,Dodge,Charger (Canada),2017,Martinrea International Inc.
Americas,Dodge,Durango (USA),2017,Martinrea International Inc.
Americas,Dodge,Journey (Mexico),2017,Martinrea International Inc.
China,Dongfeng Liuzhou Motor,Dongfeng Forthing Joyear S50 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Dongfeng Liuzhou Motor,Dongfeng Forthing Joyear X5 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Dongfeng Liuzhou Motor,Dongfeng Forthing SX6A (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,FAW-Volkswagen,Audi A3 Limousine (FF) (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi A3 Sportback (FF) (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi A4L (FF) (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi A6L (FF) (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Bora (FF) (China),2017,"FAW Foundry Co., Ltd. Chengdu Non-Ferrous Casting Branch"
China,FAW-Volkswagen,Volkswagen Golf (China),2017,"FAW Foundry Co., Ltd. Chengdu Non-Ferrous Casting Branch"
China,FAW-Volkswagen,Volkswagen Golf (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Jetta (FF) (China),2017,"FAW Foundry Co., Ltd. Chengdu Non-Ferrous Casting Branch"
China,FAW-Volkswagen,Volkswagen Magotan (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Magotan (China),2017,"HASCO KSPG Nonferrous Components (Shanghai) Co., Ltd. (Formerly Kolbenschmidt Pierburg Shanghai Nonferrous Components Co., Ltd.)"
China,FAW-Volkswagen,Audi Q3 (FF) (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Audi Q5 (China),2017,"FAW Foundry Co., Ltd. Second Foundry Plant"
China,FAW-Volkswagen,Volkswagen Sagitar (FF) (China),2017,"FAW Foundry Co., Ltd. Chengdu Non-Ferrous Casting Branch"
Americas,Ford,Lincoln Continental (USA),2017,Tupy S.A.
Americas,Ford,Expedition (USA),2017,"Nemak, S.A.B. de C.V."
China,GAC Honda,Honda Accord (FF) (China),2017,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda City (FF) (China),2017,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Crosstour (FF) (China),2017,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Fit (FF) (China),2017,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Honda Odyssey (FF) (China),2017,"Dongfeng Honda Engine Co., Ltd."
China,GAC Honda,Everus S1 (China),2017,"Dongfeng Honda Engine Co., Ltd."
Americas,GM,Buick Enclave (USA),2017,"Nemak, S.A.B. de C.V."
Americas,GM,GMC Terrain (Mexico),2017,"Nemak, S.A.B. de C.V."
Americas,GM,Chevrolet Traverse (USA),2017,"Nemak, S.A.B. de C.V."
Americas,Jeep,Cherokee (USA),2017,Martinrea International Inc.
Americas,Jeep,Cherokee (USA),2017,"Nemak, S.A.B. de C.V."
Americas,Jeep,Wrangler (USA),2017,Martinrea International Inc.
Americas,Jeep,Wrangler Unlimited (USA),2017,"Nemak, S.A.B. de C.V."
China,Leopaard,CS9 (FF) (China),2017,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd."
China,Lifan,620 (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,720 (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,820 (FF) (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,Lotto (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
China,Lifan,Myway (FR) (China),2017,"Chengdu Zhengheng Auto Parts Co., Ltd."
