region,maker,supply_year,supplier_group,product,yearly_volume
Americas,BMW,2021,Friedrich Boysen GmbH & Co. KG,catalytic_converter,2486
Americas,BMW,2021,Magna,chassis_frame,1355
Americas,BMW,2021,Rheinmetall,cylinder_block,926
Americas,BMW,2021,Vibracoustic,shock_absorber,770
Americas,BMW,2021,Walor North America Inc. (Formerly Hirschvogel Inc.),transmission_shaft,983
Americas,BMW,2021,ZF,automatic_transmission_(at),2863
Americas,BMW,2021,ZF,chassis_frame,919
Americas,BMW,2021,ZF,shock_absorber,235
Americas,BMW,2022,Continental,abs_esc,3652
Americas,BMW,2022,Denso,starter_motor,806
Americas,BMW,2022,Hirschvogel,fuel_injection,539
Americas,BMW,2022,JTEKT,steering_gear,950
Americas,BMW,2022,Valeo,starter_motor,716
Americas,BMW,2022,WABCO Group International Inc.,stablizer,966
Americas,BMW,2022,ZF,abs_esc,539
Americas,BMW,2022,ZF,automatic_transmission_(at),1977
Americas,BMW,2023,Boysen,catalytic_converter,183
Americas,BMW,2023,Continental,abs_esc,6411
Americas,BMW,2023,Gestamp,stablizer,701
Americas,BMW,2023,Hirotec,chassis_frame,398
Americas,BMW,2023,Valeo,starter_motor,1281
Americas,BMW,2024,Continental,abs_esc,6982
Americas,BMW,2024,Valeo,starter_motor,1350
Americas,BMW,2025,Continental,abs_esc,2339
Americas,Chrysler,2010,"American Axle & Manufacturing Holdings, Inc.",torque_converter,187
Americas,Chrysler,2010,Carcoustics,manual_transmission,825
Americas,Chrysler,2010,Denso,starter_motor,540
Americas,Chrysler,2010,Dowlais Group plc,torque_converter,534
Americas,Chrysler,2010,Kautex,camshaft,619
Americas,Chrysler,2010,MAHLE,piston,237
Americas,Chrysler,2010,Martinrea,chassis_frame,265
Americas,Chrysler,2010,Metal Powder Products LLC,camshaft,1380
Americas,Chrysler,2010,Metaldyne,crankshaft,308
Americas,Chrysler,2010,Mitsubishi,starter_motor,920
Americas,Chrysler,2011,Bosch,fuel_injection,769
Americas,Chrysler,2011,Denso,starter_motor,892
Americas,Chrysler,2011,Mitsubishi,starter_motor,466
Americas,Chrysler,2012,ZF,automatic_transmission_(at),273
Americas,Chrysler,2013,ZF,automatic_transmission_(at),710
Americas,Chrysler,2014,BorgWarner,clutch,249
Americas,Chrysler,2014,Denso,starter_motor,750
Americas,Chrysler,2014,MAHLE,piston,601
Americas,Chrysler,2014,Metal Powder Products LLC,camshaft,234
Americas,Chrysler,2014,Metaldyne,crankshaft,324
Americas,Chrysler,2014,Nemak,cylinder_block,251
Americas,Chrysler,2014,thyssenKrupp,camshaft,889
Americas,Chrysler,2014,ZF,automatic_transmission_(at),1090
Americas,Chrysler,2015,BASF Catalysts,catalytic_converter,805
Americas,Chrysler,2015,Bosch,abs_esc,736
Americas,Chrysler,2015,Carcoustics,manual_transmission,488
Americas,Chrysler,2015,Chrysler,automatic_transmission_(at),954
Americas,Chrysler,2015,Multimatic,crossmember,462
Americas,Chrysler,2015,ZF,automatic_transmission_(at),468
Americas,Chrysler,2016,"Bourns, Inc.",fuel_pump,591
Americas,Chrysler,2016,Hirschvogel,transmission_shaft,314
Americas,Chrysler,2016,MAHLE,piston,1036
Americas,Chrysler,2016,Metal Powder Products LLC,camshaft,215
Americas,Chrysler,2016,Metaldyne,crankshaft,1237
Americas,Chrysler,2016,Prince Metal Stampings USA Inc.,stablizer,608
Americas,Chrysler,2016,Rheinmetall,water_pump,499
Americas,Chrysler,2016,Sika,crossmember,567
Americas,Chrysler,2016,The Narmco Group,crossmember,215
Americas,Chrysler,2016,thyssenkrupp,camshaft,582
Americas,Chrysler,2016,thyssenKrupp,camshaft,243
Americas,Chrysler,2016,ZF,chassis_frame,1358
Americas,Chrysler,2016,ZF,shock_absorber,1311
Americas,Chrysler,2017,Benteler,catalytic_converter,322
Americas,Chrysler,2017,"Bourns, Inc.",fuel_pump,139
Americas,Chrysler,2017,Magna,chassis_frame,519
Americas,Chrysler,2017,Martinrea,cylinder_block,1249
Americas,Chrysler,2017,Metaldyne,crankshaft,668
Americas,Chrysler,2017,Rheinmetall,water_pump,227
Americas,Chrysler,2017,ZF,shock_absorber,652
Americas,Chrysler,2018,Akebono Brake Industry,disc_brake_(pad),679
Americas,Chrysler,2018,Benteler,catalytic_converter,848
Americas,Chrysler,2018,SKF,transmission_shaft,690
Americas,Chrysler,2018,ZF,automatic_transmission_(at),3445
Americas,Chrysler,2019,Benteler,catalytic_converter,314
Americas,Chrysler,2019,Bosch,fuel_injection,620
Americas,Chrysler,2019,Denso,starter_motor,246
Americas,Chrysler,2019,ZF,automatic_transmission_(at),2197
Americas,Chrysler,2020,Bosch,fuel_injection,546
Americas,Chrysler,2020,Continental,fuel_pump,790
Americas,Chrysler,2020,Denso,starter_motor,607
Americas,Chrysler,2020,Kyoritsu,stablizer,1145
Americas,Chrysler,2020,Martinrea,cylinder_block,504
Americas,Chrysler,2021,Bosch,fuel_injection,409
Americas,Chrysler,2021,Denso,starter_motor,179
Americas,Chrysler,2021,ZF,automatic_transmission_(at),990
Americas,Chrysler,2021,ZF,shock_absorber,836
Americas,Chrysler,2022,Hyundai,manual_transmission,903
Americas,Chrysler,2022,ZF,automatic_transmission_(at),521
Americas,Chrysler,2022,ZF,shock_absorber,1321
Americas,Chrysler,2023,Continental,abs_esc,148
Americas,Chrysler,2023,ZF,shock_absorber,479
Americas,Chrysler,2024,ZF,shock_absorber,909
Americas,Citroen,2014,ZF,clutch,605
Americas,Citroen,2022,Mitsubishi,starter_motor,284
Americas,Citroen,2024,Marelli,exhaust_manifold,812
Americas,Citroen,2024,Marelli,fuel_injection,677
Americas,Daimler,2008,Federal-Mogul,piston,235
Americas,Daimler,2008,Garrett Motion,disc_brake_(pad),581
Americas,Daimler,2011,Bosch,fuel_pump,769
Americas,Daimler,2011,Bosch,power_steering_pump,484
Americas,Daimler,2011,Bosch,starter_motor,520
Americas,Daimler,2011,Federal-Mogul,disc_brake_(pad),1360
Americas,Daimler,2011,Federal-Mogul,piston,1541
Americas,Daimler,2011,ITT,disc_brake_(pad),502
Americas,Daimler,2011,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),piston,375
Americas,Daimler,2011,Magna,power_steering_pump,147
Americas,Daimler,2011,Martinrea,cylinder_block,544
Americas,Daimler,2011,Metaldyne,oil_pump,846
Americas,Daimler,2011,thyssenKrupp,crankshaft,971
Americas,Daimler,2012,Brembo,disc_brake_(pad),508
Americas,Daimler,2012,Federal-Mogul,piston,758
Americas,Daimler,2012,Garrett Motion,disc_brake_(pad),469
Americas,Daimler,2012,ITT,disc_brake_(pad),1464
Americas,Daimler,2012,Martinrea,cylinder_block,695
Americas,Daimler,2012,Pierburg,piston,967
Americas,Daimler,2012,thyssenKrupp,crankshaft,388
Americas,Daimler,2012,thyssenKrupp,stablizer,377
Americas,Daimler,2013,ITT,disc_brake_(pad),1606
Americas,Daimler,2013,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),piston,159
Americas,Daimler,2013,Martinrea,crossmember,725
Americas,Daimler,2013,Martinrea,cylinder_block,438
Americas,Daimler,2013,Metaldyne,oil_pump,887
Americas,Daimler,2014,FTE,clutch,346
Americas,Daimler,2014,ITT,disc_brake_(pad),311
Americas,Daimler,2014,MAHLE,camshaft,904
Americas,Daimler,2014,MAHLE,piston,786
Americas,Daimler,2014,Nemak,cylinder_block,452
Americas,Daimler,2014,Nissan,crankshaft,504
Americas,Daimler,2014,Nissan,cylinder_block,741
Americas,Daimler,2014,thyssenKrupp,crankshaft,664
Americas,Daimler,2015,Bosch,fuel_injection,421
Americas,Daimler,2015,Continental,fuel_pump,693
Americas,Daimler,2015,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,3034
Americas,Daimler,2015,Federal-Mogul,piston,392
Americas,Daimler,2015,Freudenberg Sealing Technologies,crankshaft,188
Americas,Daimler,2015,Gestamp,chassis_frame,331
Americas,Daimler,2015,Gestamp,crossmember,597
Americas,Daimler,2015,ITT,disc_brake_(pad),969
Americas,Daimler,2015,iwis mobility systems GmbH & Co. KG (Formerly iwis motorsysteme GmbH & Co. KG),oil_pump,792
Americas,Daimler,2015,MAHLE,camshaft,1245
Americas,Daimler,2015,MAHLE,piston,332
Americas,Daimler,2015,Multimatic,chassis_frame,922
Americas,Daimler,2015,Nemak,cylinder_block,940
Americas,Daimler,2015,Pierburg,water_pump,707
Americas,Daimler,2015,thyssenkrupp,stablizer,958
Americas,Daimler,2015,thyssenKrupp,shock_absorber,849
Americas,Daimler,2015,Vibracoustic,shock_absorber,704
Americas,Daimler,2015,ZF,abs_esc,417
Americas,Daimler,2015,ZF,shock_absorber,488
Americas,Daimler,2016,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,798
Americas,Daimler,2016,ITT,disc_brake_(pad),481
Americas,Daimler,2016,Star Assembly SRL,automatic_transmission_(at),691
Americas,Daimler,2016,thyssenKrupp,shock_absorber,967
Americas,Daimler,2017,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1535
Americas,Daimler,2018,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,2219
Americas,Daimler,2018,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),shock_absorber,123
Americas,Daimler,2018,Valeo,starter_motor,709
Americas,Daimler,2019,ACPS,chassis_frame,212
Americas,Daimler,2019,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,2198
Americas,Daimler,2019,Friedrich Boysen GmbH & Co. KG,catalytic_converter,493
Americas,Daimler,2019,Valeo,chassis_frame,277
Americas,Daimler,2020,ACPS,chassis_frame,523
Americas,Daimler,2020,Benteler,crossmember,557
Americas,Daimler,2020,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,469
Americas,Daimler,2020,Endurance Technologies Ltd.,clutch,828
Americas,Daimler,2020,Freudenberg Sealing Technologies,camshaft,852
Americas,Daimler,2020,Friedrich Boysen GmbH & Co. KG,catalytic_converter,1075
Americas,Daimler,2020,Gestamp,chassis_frame,347
Americas,Daimler,2020,Gestamp,crossmember,435
Americas,Daimler,2020,Hyundam,fuel_pump,235
Americas,Daimler,2020,Industrie Saleri Italo S.p.A.,water_pump,973
Americas,Daimler,2020,KSM Castings Group GmbH,camshaft,475
Americas,Daimler,2020,MAHLE,camshaft,511
Americas,Daimler,2020,MAHLE,piston,758
Americas,Daimler,2020,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),shock_absorber,987
Americas,Daimler,2021,ACPS,chassis_frame,579
Americas,Daimler,2021,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,668
Americas,Daimler,2021,Friedrich Boysen GmbH & Co. KG,catalytic_converter,2549
Americas,Daimler,2021,Gestamp,chassis_frame,544
Americas,Daimler,2021,Hanon Systems,water_pump,911
Americas,Daimler,2021,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),shock_absorber,429
Americas,Daimler,2021,thyssenkrupp,shock_absorber,505
Americas,Daimler,2021,ZF,manual_transmission,455
Americas,Daimler Truck,2015,Detroit Diesel Corporation,automated_manual_transmission,875
Americas,Dodge,2008,Aisin,manual_transmission,925
Americas,Dodge,2008,Bosch,power_steering_pump,124
Americas,Dodge,2008,Denso,starter_motor,236
Americas,Dodge,2008,Federal-Mogul,torque_converter,895
Americas,Dodge,2008,Hyundai,piston,256
Americas,Dodge,2008,Hyundai,water_pump,803
Americas,Dodge,2008,Kautex,camshaft,110
Americas,Dodge,2008,MAHLE,camshaft,954
Americas,Dodge,2008,MAHLE,piston,755
Americas,Dodge,2008,Martinrea,chassis_frame,331
Americas,Dodge,2008,Metaldyne,oil_pump,746
Americas,Dodge,2008,Mitsubishi,starter_motor,802
Americas,Dodge,2008,Nemak,cylinder_block,363
Americas,Dodge,2008,TI,fuel_pump,894
Americas,Dodge,2008,Wescast,exhaust_manifold,977
Americas,Dodge,2008,ZF,clutch,1643
Americas,Dodge,2008,ZF,stablizer,712
Americas,Dodge,2009,CWC Textron,camshaft,155
Americas,Dodge,2009,JTEKT,power_steering_pump,842
Americas,Dodge,2009,Kautex,camshaft,335
Americas,Dodge,2009,MAHLE,piston,975
Americas,Dodge,2009,TMD Friction Holdings GmbH,disc_brake_(pad),315
Americas,Dodge,2009,Valeo,manual_transmission,716
Americas,Dodge,2009,Wescast,exhaust_manifold,721
Americas,Dodge,2009,ZF,steering_gear,1187
Americas,Dodge,2010,ADAC,chassis_frame,902
Americas,Dodge,2010,Denso,starter_motor,835
Americas,Dodge,2010,Dowlais Group plc,torque_converter,877
Americas,Dodge,2010,"ILJIN Global Co., Ltd.",stablizer,404
Americas,Dodge,2010,Kautex,camshaft,1429
Americas,Dodge,2010,MAHLE,piston,600
Americas,Dodge,2010,Metal Powder Products LLC,camshaft,1450
Americas,Dodge,2010,Mitsubishi,starter_motor,1044
Americas,Dodge,2010,Stant Corporation,automatic_transmission_(at),620
Americas,Dodge,2011,Aisin,manual_transmission,484
Americas,Dodge,2011,Bosch,fuel_pump,124
Americas,Dodge,2011,Bosch,power_steering_pump,672
Americas,Dodge,2011,Bosch,steering_gear,205
Americas,Dodge,2011,Continental,fuel_injection,1466
Americas,Dodge,2011,Denso,starter_motor,557
Americas,Dodge,2011,Hyundai,water_pump,254
Americas,Dodge,2011,JTEKT,power_steering_pump,1651
Americas,Dodge,2011,Magna,water_pump,871
Americas,Dodge,2011,Metaldyne,oil_pump,338
Americas,Dodge,2011,Mitsubishi,starter_motor,2406
Americas,Dodge,2011,Stackpole International,oil_pump,202
Americas,Dodge,2011,ZF,steering_gear,2088
Americas,Dodge,2012,Aisin,manual_transmission,465
Americas,Dodge,2012,BorgWarner,clutch,348
Americas,Dodge,2012,Brembo,drum_brake_(drum),469
Americas,Dodge,2012,CWC Textron,camshaft,1743
Americas,Dodge,2012,Federal-Mogul,piston,1396
Americas,Dodge,2012,Forvia,exhaust_manifold,569
Americas,Dodge,2012,Freudenberg Sealing Technologies,water_pump,1801
Americas,Dodge,2012,FTE,clutch,736
Americas,Dodge,2012,Kautex,camshaft,645
Americas,Dodge,2012,MacLean-Fogg,stablizer,211
Americas,Dodge,2012,MAHLE,piston,2726
Americas,Dodge,2012,Metaldyne,crankshaft,1002
Americas,Dodge,2012,Mitsubishi,starter_motor,911
Americas,Dodge,2012,ZF,automatic_transmission_(at),472
Americas,Dodge,2013,Bosch,power_steering_pump,446
Americas,Dodge,2013,Freudenberg Sealing Technologies,crankshaft,893
Americas,Dodge,2013,Hyundai,water_pump,247
Americas,Dodge,2013,Magna,water_pump,957
Americas,Dodge,2013,Martinrea,chassis_frame,879
Americas,Dodge,2013,Metaldyne,crankshaft,716
Americas,Dodge,2013,Metaldyne,oil_pump,610
Americas,Dodge,2013,ZF,automatic_transmission_(at),1901
Americas,Dodge,2014,CWC Textron,camshaft,809
Americas,Dodge,2014,Denso,starter_motor,551
Americas,Dodge,2014,MAHLE,piston,116
Americas,Dodge,2014,Martinrea,chassis_frame,216
Americas,Dodge,2014,thyssenkrupp,camshaft,686
Americas,Dodge,2014,Tremec Corporation,manual_transmission,145
Americas,Dodge,2014,ZF,automatic_transmission_(at),934
Americas,Dodge,2015,Bosch,fuel_injection,145
Americas,Dodge,2015,Denso,starter_motor,459
Americas,Dodge,2015,Federal-Mogul,piston,929
Americas,Dodge,2015,Forvia,catalytic_converter,189
Americas,Dodge,2015,Tremec Corporation,manual_transmission,551
Americas,Dodge,2017,Martinrea,cylinder_block,2848
Americas,Dodge,2018,Akebono Brake Industry,disc_brake_(pad),1502
Americas,Dodge,2018,SKF,transmission_shaft,2593
Americas,Dodge,2019,Bosch,fuel_injection,3425
Americas,Dodge,2019,Continental,fuel_pump,728
Americas,Dodge,2019,Denso,fuel_pump,527
Americas,Dodge,2019,Denso,starter_motor,800
Americas,Dodge,2019,JTEKT,steering_gear,299
Americas,Dodge,2019,Mitsubishi,starter_motor,1036
Americas,Dodge,2020,Bosch,fuel_injection,2094
Americas,Dodge,2020,Continental,fuel_pump,1162
Americas,Dodge,2020,Denso,fuel_pump,304
Americas,Dodge,2020,Denso,starter_motor,2193
Americas,Dodge,2020,Martinrea,cylinder_block,429
Americas,Dodge,2020,Mitsubishi,starter_motor,1211
Americas,Dodge,2020,thyssenkrupp,shock_absorber,1082
Americas,Dodge,2020,Tremec Corporation,manual_transmission,996
Americas,Dodge,2021,Bosch,fuel_injection,1211
Americas,Dodge,2021,Continental,abs_esc,608
Americas,Dodge,2021,Continental,fuel_pump,334
Americas,Dodge,2021,Denso,starter_motor,1266
Americas,Dodge,2021,Hitachi,shock_absorber,745
Americas,Dodge,2021,Mitsubishi,starter_motor,148
Americas,Dodge,2021,Nexteer,steering_gear,939
Americas,Dodge,2021,thyssenkrupp,shock_absorber,732
Americas,Dodge,2021,Tremec Corporation,manual_transmission,225
Americas,Dodge,2021,ZF,automatic_transmission_(at),1327
Americas,Dodge,2021,ZF,shock_absorber,461
Americas,Dodge,2022,Continental,fuel_pump,246
Americas,Dodge,2022,Denso,starter_motor,837
Americas,Dodge,2022,Hitachi,shock_absorber,913
Americas,Dodge,2022,Mitsubishi,starter_motor,1120
Americas,Dodge,2022,Nexteer,steering_gear,684
Americas,Dodge,2022,thyssenkrupp,shock_absorber,880
Americas,Dodge,2022,Tremec Corporation,manual_transmission,939
Americas,Dodge,2022,ZF,abs_esc,237
Americas,Dodge,2022,ZF,shock_absorber,1095
Americas,Dodge,2023,Continental,fuel_pump,399
Americas,Dodge,2023,Denso,starter_motor,440
Americas,Dodge,2023,Hitachi,shock_absorber,645
Americas,Dodge,2023,thyssenkrupp,shock_absorber,929
Americas,Dodge,2023,Tremec Corporation,manual_transmission,361
Americas,Dodge,2023,ZF,shock_absorber,454
Americas,Dodge,2024,Flex N Gate,chassis_frame,962
Americas,Dodge,2024,Rongtai Industrial Development Le?n S. de R.L. de C.V.,steering_gear,142
Americas,Faraday Future,2022,Brembo,disc_brake_(pad),466
Americas,Fiat,2010,Bosch,power_steering_pump,837
Americas,Fiat,2010,Marelli,crossmember,947
Americas,Fiat,2010,Mitsubishi,starter_motor,658
Americas,Fiat,2010,Neumayer Tekfor GmbH,camshaft,629
Americas,Fiat,2010,Nexteer,power_steering_pump,308
Americas,Fiat,2010,thyssenKrupp,camshaft,707
Americas,Fiat,2010,thyssenKrupp,stablizer,499
Americas,Fiat,2011,BorgWarner,clutch,754
Americas,Fiat,2011,Federal-Mogul,piston,605
Americas,Fiat,2011,Mitsubishi,starter_motor,636
Americas,Fiat,2011,thyssenKrupp,crankshaft,716
Americas,Fiat,2013,Allevard Molas Do Brasil Ltda,stablizer,1522
Americas,Fiat,2014,Pierburg,water_pump,271
Americas,Fiat,2014,ZF,clutch,424
Americas,Fiat,2015,Aisin,automatic_transmission_(at),707
Americas,Fiat,2015,Allevard Molas Do Brasil Ltda,stablizer,531
Americas,Fiat,2021,MAHLE,piston,864
Americas,Fiat,2021,Marelli,fuel_injection,798
Americas,Fiat,2021,Nemak,automatic_transmission_(at),642
Americas,Ford,2008,KSR International Inc.,clutch,156
Americas,Ford,2008,MAHLE,camshaft,656
Americas,Ford,2008,Metaldyne,exhaust_manifold,710
Americas,Ford,2008,"Midway Products Group, Inc.",stablizer,790
Americas,Ford,2008,Mitsubishi,starter_motor,370
Americas,Ford,2008,Nemak,cylinder_block,265
Americas,Ford,2008,Schaeffler,torque_converter,363
Americas,Ford,2008,Tenneco,exhaust_manifold,265
Americas,Ford,2008,thyssenkrupp,camshaft,130
Americas,Ford,2008,thyssenKrupp,camshaft,706
Americas,Ford,2008,Wescast,exhaust_manifold,1650
Americas,Ford,2009,Hitachi,shock_absorber,180
Americas,Ford,2009,ITT,disc_brake_(pad),959
Americas,Ford,2009,Mubea,stablizer,518
